order_id,product,quantity_ordered,price_each,order_date,purchase_address,city,state,total_amount,day_of_week,hour,order_day
182127,Lightning Charging Cable,1,14.95,2019-04-21 11:04:00,"55 Washington St, Los Angeles, CA 90001",Los Angeles,CA,14.95,Sunday,11,2019-04-21
182128,Wired Headphones,2,11.99,2019-04-13 17:44:00,"596 Walnut St, Dallas, TX 75001",Dallas,TX,23.98,Saturday,17,2019-04-13
182129,USB-C Charging Cable,1,11.95,2019-04-15 10:24:00,"957 South St, San Francisco, CA 94016",San Francisco,CA,11.95,Monday,10,2019-04-15
182130,Apple Airpods Headphones,1,150.0,2019-04-08 07:55:00,"834 Wilson St, Los Angeles, CA 90001",Los Angeles,CA,150.0,Monday,7,2019-04-08
182131,Lightning Charging Cable,1,14.95,2019-04-21 11:37:00,"565 River St, San Francisco, CA 94016",San Francisco,CA,14.95,Sunday,11,2019-04-21
182132,AA Batteries (4-pack),2,3.84,2019-04-11 06:07:00,"369 12th St, Austin, TX 73301",Austin,TX,7.68,Thursday,6,2019-04-11
182133,Lightning Charging Cable,1,14.95,2019-04-14 09:49:00,"120 Washington St, Dallas, TX 75001",Dallas,TX,14.95,Sunday,9,2019-04-14
182134,USB-C Charging Cable,1,11.95,2019-04-09 20:02:00,"647 Highland St, Los Angeles, CA 90001",Los Angeles,CA,11.95,Tuesday,20,2019-04-09
182135,USB-C Charging Cable,1,11.95,2019-04-09 11:07:00,"554 South St, Boston, MA 02215",Boston,MA,11.95,Tuesday,11,2019-04-09
182136,20in Monitor,1,109.99,2019-04-10 11:40:00,"306 Cherry St, Boston, MA 02215",Boston,MA,109.99,Wednesday,11,2019-04-10
182136,Lightning Charging Cable,1,14.95,2019-04-10 11:40:00,"306 Cherry St, Boston, MA 02215",Boston,MA,14.95,Wednesday,11,2019-04-10
182137,34in Ultrawide Monitor,1,379.99,2019-04-12 11:48:00,"65 Cedar St, San Francisco, CA 94016",San Francisco,CA,379.99,Friday,11,2019-04-12
182138,AA Batteries (4-pack),2,3.84,2019-04-16 10:12:00,"279 Maple St, Boston, MA 02215",Boston,MA,7.68,Tuesday,10,2019-04-16
182139,Macbook Pro Laptop,1,1700.0,2019-04-17 10:47:00,"878 Washington St, San Francisco, CA 94016",San Francisco,CA,1700.0,Wednesday,10,2019-04-17
182140,Wired Headphones,1,11.99,2019-04-27 19:33:00,"39 River St, San Francisco, CA 94016",San Francisco,CA,11.99,Saturday,19,2019-04-27
182141,AA Batteries (4-pack),1,3.84,2019-04-22 22:18:00,"504 8th St, Seattle, WA 98101",Seattle,WA,3.84,Monday,22,2019-04-22
182142,AA Batteries (4-pack),2,3.84,2019-04-04 10:45:00,"837 Dogwood St, Boston, MA 02215",Boston,MA,7.68,Thursday,10,2019-04-04
182143,AAA Batteries (4-pack),1,2.99,2019-04-11 14:18:00,"570 Willow St, Boston, MA 02215",Boston,MA,2.99,Thursday,14,2019-04-11
182144,AA Batteries (4-pack),2,3.84,2019-04-17 10:27:00,"268 Hickory St, San Francisco, CA 94016",San Francisco,CA,7.68,Wednesday,10,2019-04-17
182145,Wired Headphones,1,11.99,2019-04-21 02:16:00,"781 Elm St, Boston, MA 02215",Boston,MA,11.99,Sunday,2,2019-04-21
182146,34in Ultrawide Monitor,1,379.99,2019-04-21 07:30:00,"500 South St, Portland, OR 97035",Portland,OR,379.99,Sunday,7,2019-04-21
182147,Vareebadd Phone,1,400.0,2019-04-06 13:31:00,"967 Johnson St, Portland, ME 04101",Portland,ME,400.0,Saturday,13,2019-04-06
182147,USB-C Charging Cable,2,11.95,2019-04-06 13:31:00,"967 Johnson St, Portland, ME 04101",Portland,ME,23.9,Saturday,13,2019-04-06
182148,Google Phone,1,600.0,2019-04-05 09:31:00,"675 Maple St, San Francisco, CA 94016",San Francisco,CA,600.0,Friday,9,2019-04-05
182149,Wired Headphones,1,11.99,2019-04-16 00:09:00,"667 Jefferson St, Portland, ME 04101",Portland,ME,11.99,Tuesday,0,2019-04-16
182150,Bose SoundSport Headphones,1,99.99,2019-04-17 23:04:00,"159 Madison St, Dallas, TX 75001",Dallas,TX,99.99,Wednesday,23,2019-04-17
182151,Wired Headphones,1,11.99,2019-04-05 11:59:00,"97 Highland St, San Francisco, CA 94016",San Francisco,CA,11.99,Friday,11,2019-04-05
182152,27in 4K Gaming Monitor,1,389.99,2019-04-27 10:25:00,"764 9th St, Dallas, TX 75001",Dallas,TX,389.99,Saturday,10,2019-04-27
182153,AA Batteries (4-pack),1,3.84,2019-04-04 04:16:00,"182 14th St, Atlanta, GA 30301",Atlanta,GA,3.84,Thursday,4,2019-04-04
182154,Bose SoundSport Headphones,1,99.99,2019-04-05 17:57:00,"259 7th St, Austin, TX 73301",Austin,TX,99.99,Friday,17,2019-04-05
182155,USB-C Charging Cable,1,11.95,2019-04-06 17:49:00,"71 North St, Dallas, TX 75001",Dallas,TX,11.95,Saturday,17,2019-04-06
182156,Wired Headphones,1,11.99,2019-04-17 11:03:00,"986 14th St, Dallas, TX 75001",Dallas,TX,11.99,Wednesday,11,2019-04-17
182157,Apple Airpods Headphones,1,150.0,2019-04-15 11:54:00,"229 Johnson St, Atlanta, GA 30301",Atlanta,GA,150.0,Monday,11,2019-04-15
182158,Bose SoundSport Headphones,1,99.99,2019-04-26 17:11:00,"471 Cherry St, San Francisco, CA 94016",San Francisco,CA,99.99,Friday,17,2019-04-26
182158,ThinkPad Laptop,1,999.99,2019-04-26 17:11:00,"471 Cherry St, San Francisco, CA 94016",San Francisco,CA,999.99,Friday,17,2019-04-26
182159,Apple Airpods Headphones,1,150.0,2019-04-09 21:50:00,"579 Dogwood St, Seattle, WA 98101",Seattle,WA,150.0,Tuesday,21,2019-04-09
182160,USB-C Charging Cable,1,11.95,2019-04-15 16:10:00,"18 13th St, Los Angeles, CA 90001",Los Angeles,CA,11.95,Monday,16,2019-04-15
182161,AAA Batteries (4-pack),2,2.99,2019-04-24 16:48:00,"135 Maple St, Atlanta, GA 30301",Atlanta,GA,5.98,Wednesday,16,2019-04-24
182162,27in FHD Monitor,1,149.99,2019-04-06 08:14:00,"593 Center St, San Francisco, CA 94016",San Francisco,CA,149.99,Saturday,8,2019-04-06
182163,Lightning Charging Cable,1,14.95,2019-04-07 23:25:00,"480 Meadow St, San Francisco, CA 94016",San Francisco,CA,14.95,Sunday,23,2019-04-07
182164,Wired Headphones,2,11.99,2019-04-22 22:25:00,"472 Washington St, Dallas, TX 75001",Dallas,TX,23.98,Monday,22,2019-04-22
182165,USB-C Charging Cable,2,11.95,2019-04-24 13:55:00,"346 5th St, Boston, MA 02215",Boston,MA,23.9,Wednesday,13,2019-04-24
182166,Lightning Charging Cable,1,14.95,2019-04-19 08:38:00,"805 9th St, Los Angeles, CA 90001",Los Angeles,CA,14.95,Friday,8,2019-04-19
182167,AAA Batteries (4-pack),1,2.99,2019-04-05 18:31:00,"478 Johnson St, New York City, NY 10001",New York City,NY,2.99,Friday,18,2019-04-05
182168,AA Batteries (4-pack),1,3.84,2019-04-27 10:48:00,"646 10th St, New York City, NY 10001",New York City,NY,3.84,Saturday,10,2019-04-27
182168,Apple Airpods Headphones,1,150.0,2019-04-27 10:48:00,"646 10th St, New York City, NY 10001",New York City,NY,150.0,Saturday,10,2019-04-27
182169,20in Monitor,1,109.99,2019-04-06 10:56:00,"678 Lakeview St, Los Angeles, CA 90001",Los Angeles,CA,109.99,Saturday,10,2019-04-06
182170,27in 4K Gaming Monitor,1,389.99,2019-04-26 11:07:00,"709 12th St, Boston, MA 02215",Boston,MA,389.99,Friday,11,2019-04-26
182171,Wired Headphones,1,11.99,2019-04-08 17:48:00,"691 Madison St, Boston, MA 02215",Boston,MA,11.99,Monday,17,2019-04-08
182172,USB-C Charging Cable,1,11.95,2019-04-19 12:20:00,"497 Jackson St, Boston, MA 02215",Boston,MA,11.95,Friday,12,2019-04-19
182173,USB-C Charging Cable,1,11.95,2019-04-05 23:32:00,"544 Willow St, San Francisco, CA 94016",San Francisco,CA,11.95,Friday,23,2019-04-05
182174,AA Batteries (4-pack),1,3.84,2019-04-20 21:37:00,"232 Highland St, San Francisco, CA 94016",San Francisco,CA,3.84,Saturday,21,2019-04-20
182175,USB-C Charging Cable,1,11.95,2019-04-25 18:37:00,"375 Forest St, San Francisco, CA 94016",San Francisco,CA,11.95,Thursday,18,2019-04-25
182176,USB-C Charging Cable,1,11.95,2019-04-11 18:24:00,"905 Johnson St, Boston, MA 02215",Boston,MA,11.95,Thursday,18,2019-04-11
182176,AA Batteries (4-pack),1,3.84,2019-04-11 18:24:00,"905 Johnson St, Boston, MA 02215",Boston,MA,3.84,Thursday,18,2019-04-11
182177,34in Ultrawide Monitor,1,379.99,2019-04-15 13:59:00,"9 Wilson St, Boston, MA 02215",Boston,MA,379.99,Monday,13,2019-04-15
182178,Wired Headphones,2,11.99,2019-04-02 22:49:00,"434 Dogwood St, Portland, OR 97035",Portland,OR,23.98,Tuesday,22,2019-04-02
182179,AAA Batteries (4-pack),3,2.99,2019-04-13 20:34:00,"381 Hickory St, Seattle, WA 98101",Seattle,WA,8.97,Saturday,20,2019-04-13
182180,ThinkPad Laptop,1,999.99,2019-04-17 18:11:00,"828 Wilson St, Dallas, TX 75001",Dallas,TX,999.99,Wednesday,18,2019-04-17
182181,27in 4K Gaming Monitor,1,389.99,2019-04-25 23:11:00,"506 Madison St, Atlanta, GA 30301",Atlanta,GA,389.99,Thursday,23,2019-04-25
182182,27in 4K Gaming Monitor,1,389.99,2019-04-10 12:42:00,"829 Forest St, Boston, MA 02215",Boston,MA,389.99,Wednesday,12,2019-04-10
182183,Flatscreen TV,1,300.0,2019-04-12 11:02:00,"731 Lincoln St, Boston, MA 02215",Boston,MA,300.0,Friday,11,2019-04-12
182184,AAA Batteries (4-pack),1,2.99,2019-04-12 20:43:00,"632 11th St, Los Angeles, CA 90001",Los Angeles,CA,2.99,Friday,20,2019-04-12
182185,Wired Headphones,1,11.99,2019-04-22 21:09:00,"893 11th St, Los Angeles, CA 90001",Los Angeles,CA,11.99,Monday,21,2019-04-22
182186,Bose SoundSport Headphones,1,99.99,2019-04-14 12:37:00,"368 South St, Austin, TX 73301",Austin,TX,99.99,Sunday,12,2019-04-14
182187,USB-C Charging Cable,1,11.95,2019-04-23 19:54:00,"439 4th St, San Francisco, CA 94016",San Francisco,CA,11.95,Tuesday,19,2019-04-23
182188,Apple Airpods Headphones,1,150.0,2019-04-08 22:26:00,"159 Main St, San Francisco, CA 94016",San Francisco,CA,150.0,Monday,22,2019-04-08
182189,Lightning Charging Cable,1,14.95,2019-04-16 01:56:00,"425 Dogwood St, Seattle, WA 98101",Seattle,WA,14.95,Tuesday,1,2019-04-16
182190,AAA Batteries (4-pack),1,2.99,2019-04-14 17:56:00,"623 North St, New York City, NY 10001",New York City,NY,2.99,Sunday,17,2019-04-14
182191,Bose SoundSport Headphones,1,99.99,2019-04-30 10:28:00,"306 Cherry St, Portland, OR 97035",Portland,OR,99.99,Tuesday,10,2019-04-30
182192,27in 4K Gaming Monitor,1,389.99,2019-04-22 13:39:00,"398 Hickory St, Atlanta, GA 30301",Atlanta,GA,389.99,Monday,13,2019-04-22
182193,AAA Batteries (4-pack),1,2.99,2019-04-09 15:28:00,"202 Pine St, San Francisco, CA 94016",San Francisco,CA,2.99,Tuesday,15,2019-04-09
182194,Apple Airpods Headphones,1,150.0,2019-04-10 21:38:00,"497 14th St, Boston, MA 02215",Boston,MA,150.0,Wednesday,21,2019-04-10
182195,Apple Airpods Headphones,1,150.0,2019-04-23 20:57:00,"539 Adams St, Los Angeles, CA 90001",Los Angeles,CA,150.0,Tuesday,20,2019-04-23
182196,27in FHD Monitor,1,149.99,2019-04-16 12:08:00,"133 Chestnut St, San Francisco, CA 94016",San Francisco,CA,149.99,Tuesday,12,2019-04-16
182197,ThinkPad Laptop,1,999.99,2019-04-18 10:12:00,"953 Pine St, San Francisco, CA 94016",San Francisco,CA,999.99,Thursday,10,2019-04-18
182198,iPhone,1,700.0,2019-04-24 19:34:00,"443 North St, Boston, MA 02215",Boston,MA,700.0,Wednesday,19,2019-04-24
182199,USB-C Charging Cable,1,11.95,2019-04-15 21:13:00,"300 Willow St, Los Angeles, CA 90001",Los Angeles,CA,11.95,Monday,21,2019-04-15
182200,USB-C Charging Cable,1,11.95,2019-04-21 00:15:00,"721 5th St, Los Angeles, CA 90001",Los Angeles,CA,11.95,Sunday,0,2019-04-21
182201,AAA Batteries (4-pack),1,2.99,2019-04-19 12:22:00,"892 Lincoln St, Portland, OR 97035",Portland,OR,2.99,Friday,12,2019-04-19
182202,Google Phone,1,600.0,2019-04-26 15:04:00,"165 Hill St, Seattle, WA 98101",Seattle,WA,600.0,Friday,15,2019-04-26
182203,AAA Batteries (4-pack),1,2.99,2019-04-24 22:18:00,"786 Highland St, Los Angeles, CA 90001",Los Angeles,CA,2.99,Wednesday,22,2019-04-24
182204,Bose SoundSport Headphones,1,99.99,2019-04-15 19:18:00,"163 Lakeview St, New York City, NY 10001",New York City,NY,99.99,Monday,19,2019-04-15
182205,USB-C Charging Cable,1,11.95,2019-04-28 21:33:00,"874 14th St, San Francisco, CA 94016",San Francisco,CA,11.95,Sunday,21,2019-04-28
182206,34in Ultrawide Monitor,1,379.99,2019-04-22 11:11:00,"340 6th St, San Francisco, CA 94016",San Francisco,CA,379.99,Monday,11,2019-04-22
182207,USB-C Charging Cable,2,11.95,2019-04-04 13:23:00,"908 6th St, Los Angeles, CA 90001",Los Angeles,CA,23.9,Thursday,13,2019-04-04
182208,AA Batteries (4-pack),1,3.84,2019-04-10 05:08:00,"33 1st St, San Francisco, CA 94016",San Francisco,CA,3.84,Wednesday,5,2019-04-10
182209,27in 4K Gaming Monitor,1,389.99,2019-04-17 21:41:00,"339 Lincoln St, Los Angeles, CA 90001",Los Angeles,CA,389.99,Wednesday,21,2019-04-17
182210,Flatscreen TV,1,300.0,2019-04-17 18:55:00,"688 Walnut St, Austin, TX 73301",Austin,TX,300.0,Wednesday,18,2019-04-17
182211,AAA Batteries (4-pack),1,2.99,2019-04-24 13:28:00,"74 10th St, San Francisco, CA 94016",San Francisco,CA,2.99,Wednesday,13,2019-04-24
182212,Lightning Charging Cable,1,14.95,2019-04-07 10:03:00,"915 12th St, Los Angeles, CA 90001",Los Angeles,CA,14.95,Sunday,10,2019-04-07
182213,USB-C Charging Cable,1,11.95,2019-04-18 12:06:00,"641 Elm St, New York City, NY 10001",New York City,NY,11.95,Thursday,12,2019-04-18
182214,AAA Batteries (4-pack),1,2.99,2019-04-01 11:43:00,"676 Meadow St, San Francisco, CA 94016",San Francisco,CA,2.99,Monday,11,2019-04-01
182215,27in FHD Monitor,1,149.99,2019-04-05 23:33:00,"640 Madison St, San Francisco, CA 94016",San Francisco,CA,149.99,Friday,23,2019-04-05
182215,Bose SoundSport Headphones,1,99.99,2019-04-05 23:33:00,"640 Madison St, San Francisco, CA 94016",San Francisco,CA,99.99,Friday,23,2019-04-05
182216,Bose SoundSport Headphones,1,99.99,2019-04-16 22:58:00,"721 9th St, Atlanta, GA 30301",Atlanta,GA,99.99,Tuesday,22,2019-04-16
182217,34in Ultrawide Monitor,1,379.99,2019-04-13 18:51:00,"361 Spruce St, Seattle, WA 98101",Seattle,WA,379.99,Saturday,18,2019-04-13
182218,Google Phone,1,600.0,2019-04-13 16:10:00,"559 Park St, Dallas, TX 75001",Dallas,TX,600.0,Saturday,16,2019-04-13
182219,Google Phone,1,600.0,2019-04-22 14:37:00,"971 Lakeview St, New York City, NY 10001",New York City,NY,600.0,Monday,14,2019-04-22
182220,34in Ultrawide Monitor,2,379.99,2019-04-14 12:04:00,"587 Dogwood St, San Francisco, CA 94016",San Francisco,CA,759.98,Sunday,12,2019-04-14
182221,Flatscreen TV,1,300.0,2019-04-12 21:28:00,"49 Washington St, Portland, OR 97035",Portland,OR,300.0,Friday,21,2019-04-12
182222,Lightning Charging Cable,1,14.95,2019-04-07 16:29:00,"960 Lakeview St, Seattle, WA 98101",Seattle,WA,14.95,Sunday,16,2019-04-07
182223,Apple Airpods Headphones,1,150.0,2019-04-15 14:38:00,"422 Cherry St, Atlanta, GA 30301",Atlanta,GA,150.0,Monday,14,2019-04-15
182224,AA Batteries (4-pack),1,3.84,2019-04-04 19:20:00,"852 6th St, San Francisco, CA 94016",San Francisco,CA,3.84,Thursday,19,2019-04-04
182225,USB-C Charging Cable,1,11.95,2019-04-09 11:57:00,"765 Main St, Boston, MA 02215",Boston,MA,11.95,Tuesday,11,2019-04-09
182226,20in Monitor,1,109.99,2019-04-06 06:32:00,"396 13th St, Los Angeles, CA 90001",Los Angeles,CA,109.99,Saturday,6,2019-04-06
182227,Lightning Charging Cable,1,14.95,2019-04-18 09:38:00,"906 Jackson St, Los Angeles, CA 90001",Los Angeles,CA,14.95,Thursday,9,2019-04-18
182228,AA Batteries (4-pack),1,3.84,2019-04-16 09:02:00,"484 1st St, San Francisco, CA 94016",San Francisco,CA,3.84,Tuesday,9,2019-04-16
182229,AAA Batteries (4-pack),1,2.99,2019-04-05 02:02:00,"608 Wilson St, Boston, MA 02215",Boston,MA,2.99,Friday,2,2019-04-05
182230,AA Batteries (4-pack),2,3.84,2019-04-29 07:56:00,"467 Walnut St, Seattle, WA 98101",Seattle,WA,7.68,Monday,7,2019-04-29
182231,AA Batteries (4-pack),1,3.84,2019-04-22 14:34:00,"672 Church St, Austin, TX 73301",Austin,TX,3.84,Monday,14,2019-04-22
182232,34in Ultrawide Monitor,1,379.99,2019-04-21 13:22:00,"91 Lincoln St, Boston, MA 02215",Boston,MA,379.99,Sunday,13,2019-04-21
182233,Flatscreen TV,1,300.0,2019-04-12 23:55:00,"338 Madison St, Los Angeles, CA 90001",Los Angeles,CA,300.0,Friday,23,2019-04-12
182234,Flatscreen TV,1,300.0,2019-04-17 13:23:00,"736 4th St, Atlanta, GA 30301",Atlanta,GA,300.0,Wednesday,13,2019-04-17
182235,AA Batteries (4-pack),3,3.84,2019-04-13 09:12:00,"737 8th St, Portland, OR 97035",Portland,OR,11.52,Saturday,9,2019-04-13
182236,AA Batteries (4-pack),1,3.84,2019-04-24 20:48:00,"371 12th St, Dallas, TX 75001",Dallas,TX,3.84,Wednesday,20,2019-04-24
182237,AAA Batteries (4-pack),1,2.99,2019-04-01 22:57:00,"289 Jefferson St, New York City, NY 10001",New York City,NY,2.99,Monday,22,2019-04-01
182238,USB-C Charging Cable,1,11.95,2019-04-14 15:39:00,"87 Lake St, Seattle, WA 98101",Seattle,WA,11.95,Sunday,15,2019-04-14
182239,Lightning Charging Cable,1,14.95,2019-04-03 10:42:00,"935 Hill St, Atlanta, GA 30301",Atlanta,GA,14.95,Wednesday,10,2019-04-03
182240,iPhone,1,700.0,2019-04-27 18:56:00,"772 5th St, New York City, NY 10001",New York City,NY,700.0,Saturday,18,2019-04-27
182240,Lightning Charging Cable,1,14.95,2019-04-27 18:56:00,"772 5th St, New York City, NY 10001",New York City,NY,14.95,Saturday,18,2019-04-27
182241,USB-C Charging Cable,1,11.95,2019-04-04 13:28:00,"794 Cedar St, San Francisco, CA 94016",San Francisco,CA,11.95,Thursday,13,2019-04-04
182242,USB-C Charging Cable,1,11.95,2019-04-07 13:12:00,"485 South St, San Francisco, CA 94016",San Francisco,CA,11.95,Sunday,13,2019-04-07
182243,AAA Batteries (4-pack),5,2.99,2019-04-24 12:03:00,"142 Washington St, Atlanta, GA 30301",Atlanta,GA,14.950000000000001,Wednesday,12,2019-04-24
182244,34in Ultrawide Monitor,1,379.99,2019-04-24 23:50:00,"718 South St, Atlanta, GA 30301",Atlanta,GA,379.99,Wednesday,23,2019-04-24
182245,USB-C Charging Cable,1,11.95,2019-04-12 02:29:00,"765 Jefferson St, San Francisco, CA 94016",San Francisco,CA,11.95,Friday,2,2019-04-12
182246,AA Batteries (4-pack),2,3.84,2019-04-13 11:33:00,"210 Cherry St, Austin, TX 73301",Austin,TX,7.68,Saturday,11,2019-04-13
182247,27in 4K Gaming Monitor,1,389.99,2019-04-02 20:33:00,"335 Church St, Los Angeles, CA 90001",Los Angeles,CA,389.99,Tuesday,20,2019-04-02
182248,27in FHD Monitor,1,149.99,2019-04-22 14:48:00,"907 Maple St, Dallas, TX 75001",Dallas,TX,149.99,Monday,14,2019-04-22
182249,USB-C Charging Cable,1,11.95,2019-04-10 20:25:00,"697 8th St, Los Angeles, CA 90001",Los Angeles,CA,11.95,Wednesday,20,2019-04-10
182250,iPhone,1,700.0,2019-04-16 16:14:00,"178 Center St, Portland, OR 97035",Portland,OR,700.0,Tuesday,16,2019-04-16
182251,34in Ultrawide Monitor,1,379.99,2019-04-16 11:39:00,"207 11th St, New York City, NY 10001",New York City,NY,379.99,Tuesday,11,2019-04-16
182252,20in Monitor,1,109.99,2019-04-07 11:46:00,"557 6th St, Dallas, TX 75001",Dallas,TX,109.99,Sunday,11,2019-04-07
182253,AAA Batteries (4-pack),2,2.99,2019-04-29 19:40:00,"954 Maple St, Atlanta, GA 30301",Atlanta,GA,5.98,Monday,19,2019-04-29
182254,27in FHD Monitor,1,149.99,2019-04-03 11:22:00,"694 Adams St, Boston, MA 02215",Boston,MA,149.99,Wednesday,11,2019-04-03
182255,Apple Airpods Headphones,1,150.0,2019-04-07 22:02:00,"464 Cherry St, New York City, NY 10001",New York City,NY,150.0,Sunday,22,2019-04-07
182256,Bose SoundSport Headphones,1,99.99,2019-04-01 14:58:00,"82 5th St, Portland, OR 97035",Portland,OR,99.99,Monday,14,2019-04-01
182257,Wired Headphones,1,11.99,2019-04-28 19:45:00,"814 4th St, Atlanta, GA 30301",Atlanta,GA,11.99,Sunday,19,2019-04-28
182258,Apple Airpods Headphones,1,150.0,2019-04-24 19:32:00,"109 Dogwood St, Atlanta, GA 30301",Atlanta,GA,150.0,Wednesday,19,2019-04-24
182259,Lightning Charging Cable,1,14.95,2019-04-25 20:46:00,"663 Dogwood St, Atlanta, GA 30301",Atlanta,GA,14.95,Thursday,20,2019-04-25
182260,27in 4K Gaming Monitor,1,389.99,2019-04-02 10:31:00,"118 Cherry St, Boston, MA 02215",Boston,MA,389.99,Tuesday,10,2019-04-02
182261,AA Batteries (4-pack),1,3.84,2019-04-12 18:37:00,"778 Jackson St, Dallas, TX 75001",Dallas,TX,3.84,Friday,18,2019-04-12
182262,USB-C Charging Cable,1,11.95,2019-04-15 18:52:00,"617 Sunset St, Atlanta, GA 30301",Atlanta,GA,11.95,Monday,18,2019-04-15
182263,Apple Airpods Headphones,1,150.0,2019-04-22 17:01:00,"301 Hill St, New York City, NY 10001",New York City,NY,150.0,Monday,17,2019-04-22
182264,iPhone,1,700.0,2019-04-04 18:32:00,"455 Park St, Los Angeles, CA 90001",Los Angeles,CA,700.0,Thursday,18,2019-04-04
182265,AA Batteries (4-pack),1,3.84,2019-04-10 12:25:00,"70 Willow St, Los Angeles, CA 90001",Los Angeles,CA,3.84,Wednesday,12,2019-04-10
182266,USB-C Charging Cable,1,11.95,2019-04-07 08:51:00,"472 Hill St, New York City, NY 10001",New York City,NY,11.95,Sunday,8,2019-04-07
182267,Wired Headphones,1,11.99,2019-04-02 15:11:00,"280 Main St, San Francisco, CA 94016",San Francisco,CA,11.99,Tuesday,15,2019-04-02
182268,Lightning Charging Cable,1,14.95,2019-04-26 16:12:00,"916 7th St, Los Angeles, CA 90001",Los Angeles,CA,14.95,Friday,16,2019-04-26
182269,Wired Headphones,1,11.99,2019-04-22 16:58:00,"514 Johnson St, San Francisco, CA 94016",San Francisco,CA,11.99,Monday,16,2019-04-22
182270,27in 4K Gaming Monitor,1,389.99,2019-04-06 19:37:00,"441 Maple St, San Francisco, CA 94016",San Francisco,CA,389.99,Saturday,19,2019-04-06
182271,Apple Airpods Headphones,1,150.0,2019-04-25 14:47:00,"736 Hickory St, Boston, MA 02215",Boston,MA,150.0,Thursday,14,2019-04-25
182272,AAA Batteries (4-pack),1,2.99,2019-04-24 14:01:00,"533 Willow St, San Francisco, CA 94016",San Francisco,CA,2.99,Wednesday,14,2019-04-24
182273,AAA Batteries (4-pack),2,2.99,2019-04-30 08:30:00,"943 12th St, San Francisco, CA 94016",San Francisco,CA,5.98,Tuesday,8,2019-04-30
182274,Wired Headphones,1,11.99,2019-04-01 20:32:00,"224 13th St, Portland, OR 97035",Portland,OR,11.99,Monday,20,2019-04-01
182275,Flatscreen TV,1,300.0,2019-04-27 09:30:00,"533 Dogwood St, San Francisco, CA 94016",San Francisco,CA,300.0,Saturday,9,2019-04-27
182276,AAA Batteries (4-pack),1,2.99,2019-04-08 17:21:00,"213 West St, Los Angeles, CA 90001",Los Angeles,CA,2.99,Monday,17,2019-04-08
182277,27in FHD Monitor,1,149.99,2019-04-21 19:44:00,"190 5th St, Boston, MA 02215",Boston,MA,149.99,Sunday,19,2019-04-21
182278,USB-C Charging Cable,1,11.95,2019-04-19 20:33:00,"150 Forest St, San Francisco, CA 94016",San Francisco,CA,11.95,Friday,20,2019-04-19
182279,AAA Batteries (4-pack),1,2.99,2019-04-28 09:08:00,"47 Lakeview St, Los Angeles, CA 90001",Los Angeles,CA,2.99,Sunday,9,2019-04-28
182280,34in Ultrawide Monitor,1,379.99,2019-04-13 17:14:00,"710 Lake St, Austin, TX 73301",Austin,TX,379.99,Saturday,17,2019-04-13
182281,Wired Headphones,1,11.99,2019-04-12 22:48:00,"860 Chestnut St, Boston, MA 02215",Boston,MA,11.99,Friday,22,2019-04-12
182282,Wired Headphones,1,11.99,2019-04-07 23:34:00,"57 13th St, Seattle, WA 98101",Seattle,WA,11.99,Sunday,23,2019-04-07
182283,USB-C Charging Cable,1,11.95,2019-04-10 19:11:00,"351 Adams St, Boston, MA 02215",Boston,MA,11.95,Wednesday,19,2019-04-10
182284,Bose SoundSport Headphones,1,99.99,2019-04-08 18:55:00,"520 Elm St, Boston, MA 02215",Boston,MA,99.99,Monday,18,2019-04-08
182285,AA Batteries (4-pack),2,3.84,2019-04-13 20:52:00,"773 2nd St, New York City, NY 10001",New York City,NY,7.68,Saturday,20,2019-04-13
182286,AA Batteries (4-pack),1,3.84,2019-04-06 08:14:00,"364 14th St, Los Angeles, CA 90001",Los Angeles,CA,3.84,Saturday,8,2019-04-06
182287,Wired Headphones,1,11.99,2019-04-22 05:11:00,"466 Highland St, New York City, NY 10001",New York City,NY,11.99,Monday,5,2019-04-22
182288,AA Batteries (4-pack),3,3.84,2019-04-05 18:45:00,"945 Cedar St, San Francisco, CA 94016",San Francisco,CA,11.52,Friday,18,2019-04-05
182289,AAA Batteries (4-pack),2,2.99,2019-04-26 10:45:00,"837 Pine St, Los Angeles, CA 90001",Los Angeles,CA,5.98,Friday,10,2019-04-26
182290,USB-C Charging Cable,1,11.95,2019-04-22 13:14:00,"705 4th St, Los Angeles, CA 90001",Los Angeles,CA,11.95,Monday,13,2019-04-22
182291,Lightning Charging Cable,1,14.95,2019-04-24 16:00:00,"547 Adams St, San Francisco, CA 94016",San Francisco,CA,14.95,Wednesday,16,2019-04-24
182292,Wired Headphones,2,11.99,2019-04-01 17:41:00,"921 Forest St, San Francisco, CA 94016",San Francisco,CA,23.98,Monday,17,2019-04-01
182293,AA Batteries (4-pack),1,3.84,2019-04-12 12:06:00,"453 Walnut St, San Francisco, CA 94016",San Francisco,CA,3.84,Friday,12,2019-04-12
182294,Lightning Charging Cable,2,14.95,2019-04-14 09:50:00,"314 Sunset St, San Francisco, CA 94016",San Francisco,CA,29.9,Sunday,9,2019-04-14
182295,AAA Batteries (4-pack),1,2.99,2019-04-29 20:27:00,"560 Washington St, Boston, MA 02215",Boston,MA,2.99,Monday,20,2019-04-29
182296,27in FHD Monitor,1,149.99,2019-04-12 16:58:00,"220 West St, Boston, MA 02215",Boston,MA,149.99,Friday,16,2019-04-12
